neighborhood,postal_code,declared_transaction_value,reference_property_value,reference_value_proportional,tax_base_value,transaction_date,transaction_type,built_area_sqm,property_use_description,transferred_share_percentage,source,bucket_start
,4651040.0,453000.0,256231.0,256231.0,453000.0,2025-10-28 00:00:00,1.Compra e venda,71,RESIDÊNCIA,100.0,OUT-2025,0
APIRANGA,5890300.0,330000.0,327645.0,327645.0,330000.0,2025-10-28 00:00:00,1.Compra e venda,133,RESIDÊNCIA,100.0,OUT-2025,100
JARDIM MARIA LUISA,2754090.0,535000.0,302078.0,302078.0,535000.0,2025-10-27 00:00:00,1.Compra e venda,100,RESIDÊNCIA,100.0,OUT-2025,100
BROOKLIN PAULISTA,4583080.0,560000.0,454149.0,454149.0,560000.0,2025-10-23 00:00:00,1.Compra e venda,74,RESIDÊNCIA,100.0,OUT-2025,0
VILA D PEDRO II,2246000.0,650000.0,557377.0,557377.0,650000.0,2025-10-24 00:00:00,1.Compra e venda,141,RESIDÊNCIA,100.0,OUT-2025,100
JD MARAJOARA,4664040.0,425531.0,376154.0,376154.0,425531.0,2025-10-20 00:00:00,1.Compra e venda,99,RESIDÊNCIA,100.0,OUT-2025,0
,2223000.0,225000.0,206634.0,206634.0,225000.0,2025-11-03 00:00:00,1.Compra e venda,100,RESIDÊNCIA,100.0,OUT-2025,100
,8121010.0,260000.0,112415.0,112415.0,260000.0,2025-10-15 00:00:00,1.Compra e venda,39,RESIDÊNCIA,100.0,OUT-2025,0
BELEM,3059005.0,840000.0,455402.0,455402.0,840000.0,2025-10-28 00:00:00,1.Compra e venda,82,RESIDÊNCIA,100.0,OUT-2025,0
JD MARIA ESTELA,4181030.0,560000.0,378831.0,378831.0,560000.0,2025-10-21 00:00:00,1.Compra e venda,104,RESIDÊNCIA,100.0,OUT-2025,100
CHAC MARAJOARA,4663130.0,0.01,1225825.0,1225825.0,1225825.0,2025-11-03 00:00:00,1.Compra e venda,250,RESIDÊNCIA,100.0,OUT-2025,200
VILA CARRAO,3442000.0,345000.0,437598.0,1487.8332,345000.0,2025-10-22 00:00:00,1.Compra e venda,136,RESIDÊNCIA,0.34,OUT-2025,100
,4171000.0,645000.0,413967.0,413967.0,645000.0,2025-10-27 00:00:00,1.Compra e venda,84,RESIDÊNCIA,100.0,OUT-2025,0
,4634010.0,800000.0,0.0,0.0,800000.0,2025-10-28 00:00:00,1.Compra e venda,229,RESIDÊNCIA,100.0,OUT-2025,200
JD S CRISTOVAO,3930080.0,315000.0,233423.0,233423.0,315000.0,2025-10-29 00:00:00,1.Compra e venda,78,RESIDÊNCIA,100.0,OUT-2025,0
BUTANTA,5398090.0,220000.0,326136.0,326136.0,326136.0,2025-10-28 00:00:00,1.Compra e venda,95,RESIDÊNCIA,100.0,OUT-2025,0
,8210370.0,200000.0,105065.0,105065.0,200000.0,2025-10-16 00:00:00,1.Compra e venda,40,RESIDÊNCIA,100.0,OUT-2025,0
,5412030.0,1140000.0,3238944.0,971683.2,1140000.0,2025-10-28 00:00:00,1.Compra e venda,473,RESIDÊNCIA,30.0,OUT-2025,400
,5055030.0,485000.0,463618.0,463618.0,485000.0,2025-10-28 00:00:00,1.Compra e venda,111,RESIDÊNCIA,100.0,OUT-2025,100
PIRITUBA,5131110.0,190000.0,656904.0,656904.0,656904.0,2025-10-28 00:00:00,1.Compra e venda,200,RESIDÊNCIA,100.0,OUT-2025,200
VL ITABERABA,2834090.0,270000.0,264441.0,264441.0,270000.0,2025-10-17 00:00:00,1.Compra e venda,86,RESIDÊNCIA,100.0,OUT-2025,0
JARDIM DA SAUDE,4148030.0,140000.0,242213.0,242213.0,242213.0,2025-10-31 00:00:00,1.Compra e venda,62,RESIDÊNCIA,100.0,OUT-2025,0
JARDIM DA SAUDE,4148030.0,500000.0,713038.0,713038.0,713038.0,2025-10-31 00:00:00,1.Compra e venda,99,RESIDÊNCIA,100.0,OUT-2025,0
,3405010.0,345000.0,585248.0,468.1984,345000.0,2025-10-28 00:00:00,1.Compra e venda,163,RESIDÊNCIA,0.08,OUT-2025,100
ANTANA,4823300.0,650000.0,481632.0,481632.0,650000.0,2025-10-20 00:00:00,1.Compra e venda,120,RESIDÊNCIA,100.0,OUT-2025,100
,4051000.0,2300000.0,1997619.0,1997619.0,2300000.0,2025-10-29 00:00:00,1.Compra e venda,392,RESIDÊNCIA,100.0,OUT-2025,300
IPIRANGA,4282040.0,590000.0,404749.0,404749.0,590000.0,2025-10-28 00:00:00,1.Compra e venda,79,RESIDÊNCIA,100.0,OUT-2025,0
VILA MARIANA,4006040.0,6300000.0,6623432.0,6623432.0,6623432.0,2025-11-04 00:00:00,1.Compra e venda,305,RESIDÊNCIA,100.0,OUT-2025,300
JD ALVORADA,5528180.0,480000.0,398528.0,398528.0,480000.0,2025-10-23 00:00:00,1.Compra e venda,114,RESIDÊNCIA,100.0,OUT-2025,100
,5505040.0,3500000.0,2349043.0,2349043.0,3500000.0,2025-10-29 00:00:00,1.Compra e venda,417,RESIDÊNCIA,100.0,OUT-2025,400
PIRITUBA,2934400.0,49321.44,512172.0,54904.8384,54904.84,2025-10-29 00:00:00,1.Compra e venda,120,RESIDÊNCIA,10.72,OUT-2025,100
ERMELINDO MATARAZZO,3810040.0,150000.0,263755.0,263755.0,263755.0,2025-10-29 00:00:00,1.Compra e venda,96,RESIDÊNCIA,100.0,OUT-2025,0
,3664010.0,355000.0,354121.0,354121.0,355000.0,2025-11-04 00:00:00,1.Compra e venda,105,RESIDÊNCIA,100.0,OUT-2025,100
VL STA HELENA,3737007.0,200000.0,195140.0,195140.0,200000.0,2025-10-30 00:00:00,1.Compra e venda,85,RESIDÊNCIA,100.0,OUT-2025,0
,5371140.0,355000.0,460104.0,460104.0,460104.0,2025-10-28 00:00:00,1.Compra e venda,126,RESIDÊNCIA,100.0,OUT-2025,100
JACANA,2316001.0,336000.0,657766.0,2039.0746,336000.0,2025-10-24 00:00:00,1.Compra e venda,175,RESIDÊNCIA,0.31,OUT-2025,100
IPIRANGA,4280000.0,347043.42,951846.0,1332.5844,347043.42,2025-10-28 00:00:00,1.Compra e venda,193,RESIDÊNCIA,0.14,OUT-2025,100
,5330070.0,110000.0,454198.0,454198.0,454198.0,2025-10-29 00:00:00,1.Compra e venda,144,RESIDÊNCIA,100.0,OUT-2025,100
CAPELA DO SOCORRO,4847900.0,500000.0,86719.0,86719.0,500000.0,2025-09-25 00:00:00,1.Compra e venda,53,RESIDÊNCIA,100.0,OUT-2025,0
,5002070.0,398050.0,3090828.0,309.0828,398050.0,2025-09-30 00:00:00,1.Compra e venda,180,RESIDÊNCIA,0.01,OUT-2025,100
IPIRANGA,4280000.0,406480.0,951846.0,1332.5844,406480.0,2025-10-29 00:00:00,1.Compra e venda,193,RESIDÊNCIA,0.14,OUT-2025,100
JD ESMERALDA,5589000.0,680000.0,639889.0,639889.0,680000.0,2025-10-29 00:00:00,1.Compra e venda,164,RESIDÊNCIA,100.0,OUT-2025,100
,4646020.0,1240000.0,874022.0,874022.0,1240000.0,2025-10-29 00:00:00,1.Compra e venda,211,RESIDÊNCIA,100.0,OUT-2025,200
,3348040.0,150000.0,825696.0,146973.888,150000.0,2025-10-29 00:00:00,1.Compra e venda,60,RESIDÊNCIA,17.8,OUT-2025,0
LIMOEIRO,8051500.0,220000.0,163321.0,163321.0,220000.0,2025-10-24 00:00:00,1.Compra e venda,39,RESIDÊNCIA,100.0,OUT-2025,0
,3507000.0,260679.7,390564.0,1054.5228,260679.7,2025-10-14 00:00:00,1.Compra e venda,60,RESIDÊNCIA,0.27,OUT-2025,0
,3507000.0,292700.0,390564.0,1093.5792,292700.0,2025-10-14 00:00:00,1.Compra e venda,60,RESIDÊNCIA,0.28,OUT-2025,0
JD DOS IPES,8161370.0,360000.0,322242.0,322242.0,360000.0,2025-10-29 00:00:00,1.Compra e venda,100,RESIDÊNCIA,100.0,OUT-2025,100
,3507000.0,249410.07,390564.0,820.1844,249410.07,2025-10-16 00:00:00,1.Compra e venda,60,RESIDÊNCIA,0.21,OUT-2025,0
,3507000.0,237076.34,390564.0,820.1844,237076.34,2025-10-14 00:00:00,1.Compra e venda,60,RESIDÊNCIA,0.21,OUT-2025,0
,2375010.0,1400000.0,451678.0,225839.0,1400000.0,2025-10-27 00:00:00,1.Compra e venda,60,RESIDÊNCIA,50.0,OUT-2025,0
,3507000.0,252370.24,390564.0,820.1844,252370.24,2025-10-14 00:00:00,1.Compra e venda,60,RESIDÊNCIA,0.21,OUT-2025,0
JD MITSUTANI,5791170.0,280000.0,277168.0,277168.0,280000.0,2025-10-28 00:00:00,1.Compra e venda,72,RESIDÊNCIA,100.0,OUT-2025,0
,3507000.0,263031.71,390564.0,1054.5228,263031.71,2025-10-14 00:00:00,1.Compra e venda,60,RESIDÊNCIA,0.27,OUT-2025,0
,3507000.0,249590.01,390564.0,820.1844,249590.01,2025-10-14 00:00:00,1.Compra e venda,60,RESIDÊNCIA,0.21,OUT-2025,0
,3507000.0,286998.42,390564.0,1093.5792,286998.42,2025-10-14 00:00:00,1.Compra e venda,60,RESIDÊNCIA,0.28,OUT-2025,0
,4139020.0,1040000.0,711356.0,711356.0,1040000.0,2025-10-29 00:00:00,1.Compra e venda,160,RESIDÊNCIA,100.0,OUT-2025,100
,3507000.0,262685.7,390564.0,1054.5228,262685.7,2025-10-14 00:00:00,1.Compra e venda,60,RESIDÊNCIA,0.27,OUT-2025,0
,3507000.0,264955.0,390564.0,273.3948,264955.0,2025-10-16 00:00:00,1.Compra e venda,60,RESIDÊNCIA,0.07,OUT-2025,0
,3507000.0,251277.53,390564.0,820.1844,251277.53,2025-10-15 00:00:00,1.Compra e venda,60,RESIDÊNCIA,0.21,OUT-2025,0
,3507000.0,237413.78,390564.0,820.1844,237413.78,2025-10-14 00:00:00,1.Compra e venda,60,RESIDÊNCIA,0.21,OUT-2025,0
ANE,3578130.0,300000.0,409616.0,6144.24,300000.0,2025-10-24 00:00:00,1.Compra e venda,26,RESIDÊNCIA,1.5,OUT-2025,0
JARDIM DA SAUDE,4151040.0,115000.0,1283751.0,641875.5,641875.5,2025-10-28 00:00:00,1.Compra e venda,145,RESIDÊNCIA,50.0,OUT-2025,100
,3507000.0,250372.63,390564.0,820.1844,250372.63,2025-10-14 00:00:00,1.Compra e venda,60,RESIDÊNCIA,0.21,OUT-2025,0
VL FORMOSA,3461010.0,390000.0,480504.0,480504.0,480504.0,2025-10-23 00:00:00,1.Compra e venda,150,RESIDÊNCIA,100.0,OUT-2025,100
,3507000.0,275000.0,390564.0,820.1844,275000.0,2025-10-14 00:00:00,1.Compra e venda,60,RESIDÊNCIA,0.21,OUT-2025,0
,3654040.0,300000.0,860922.0,344.3688,300000.0,2025-10-27 00:00:00,1.Compra e venda,140,RESIDÊNCIA,0.04,OUT-2025,100
,3507000.0,286176.87,390564.0,1054.5228,286176.87,2025-10-14 00:00:00,1.Compra e venda,60,RESIDÊNCIA,0.27,OUT-2025,0
,3507000.0,275000.0,390564.0,859.2408,275000.0,2025-10-14 00:00:00,1.Compra e venda,60,RESIDÊNCIA,0.22,OUT-2025,0
,3507000.0,299880.43,390564.0,1054.5228,299880.43,2025-10-16 00:00:00,1.Compra e venda,60,RESIDÊNCIA,0.27,OUT-2025,0
PIRITUBA JD VISTAVERDE,5171030.0,360000.0,164261.0,164261.0,360000.0,2025-10-24 00:00:00,1.Compra e venda,71,RESIDÊNCIA,100.0,OUT-2025,0
VL NOVA MANCHESTER,3445030.0,243000.0,1400253.0,14002.53,243000.0,2025-10-28 00:00:00,1.Compra e venda,300,RESIDÊNCIA,1.0,OUT-2025,300
ANE,3578130.0,305000.0,409616.0,4300.968,305000.0,2025-10-24 00:00:00,1.Compra e venda,26,RESIDÊNCIA,1.05,OUT-2025,0
,8070190.0,456270.0,456270.0,456270.0,456270.0,2025-10-31 00:00:00,1.Compra e venda,130,RESIDÊNCIA,100.0,OUT-2025,100
,3507000.0,286700.0,390564.0,1093.5792,286700.0,2025-10-14 00:00:00,1.Compra e venda,60,RESIDÊNCIA,0.28,OUT-2025,0
,3507000.0,270924.41,390564.0,1054.5228,270924.41,2025-10-15 00:00:00,1.Compra e venda,60,RESIDÊNCIA,0.27,OUT-2025,0
,3507000.0,325561.8,390564.0,1054.5228,325561.8,2025-10-15 00:00:00,1.Compra e venda,60,RESIDÊNCIA,0.27,OUT-2025,0
,3281001.0,294823.3,5886845.0,14717.1125,294823.3,2025-10-28 00:00:00,1.Compra e venda,140,RESIDÊNCIA,0.25,OUT-2025,100
,3507000.0,243235.95,390564.0,820.1844,243235.95,2025-10-15 00:00:00,1.Compra e venda,60,RESIDÊNCIA,0.21,OUT-2025,0
,3507000.0,253803.85,390564.0,820.1844,253803.85,2025-10-14 00:00:00,1.Compra e venda,60,RESIDÊNCIA,0.21,OUT-2025,0
,3507000.0,241622.05,390564.0,820.1844,241622.05,2025-10-15 00:00:00,1.Compra e venda,60,RESIDÊNCIA,0.21,OUT-2025,0
,3507000.0,259314.15,390564.0,820.1844,259314.15,2025-10-14 00:00:00,1.Compra e venda,60,RESIDÊNCIA,0.21,OUT-2025,0
,5867000.0,295000.0,228827.0,228827.0,295000.0,2025-11-03 00:00:00,1.Compra e venda,90,RESIDÊNCIA,100.0,OUT-2025,0
,3507000.0,328244.93,390564.0,1054.5228,328244.93,2025-10-15 00:00:00,1.Compra e venda,60,RESIDÊNCIA,0.27,OUT-2025,0
,3507000.0,252196.11,390564.0,820.1844,252196.11,2025-10-14 00:00:00,1.Compra e venda,60,RESIDÊNCIA,0.21,OUT-2025,0
ALTO DO MANDAQUI,2420092.0,528529.32,536381.0,536381.0,536381.0,2025-11-03 00:00:00,1.Compra e venda,135,RESIDÊNCIA,100.0,OUT-2025,100
LAR N.2 DA AV.PASTEUR,3531080.0,300000.0,172352.0,172352.0,300000.0,2025-10-29 00:00:00,1.Compra e venda,60,RESIDÊNCIA,100.0,OUT-2025,0
,3507000.0,299757.6,390564.0,1054.5228,299757.6,2025-10-14 00:00:00,1.Compra e venda,60,RESIDÊNCIA,0.27,OUT-2025,0
,3507000.0,251019.21,390564.0,820.1844,251019.21,2025-10-16 00:00:00,1.Compra e venda,60,RESIDÊNCIA,0.21,OUT-2025,0
,2303120.0,595270.11,1120403.0,595270.1139,595270.11,2025-11-04 00:00:00,1.Compra e venda,125,RESIDÊNCIA,53.13,OUT-2025,100
,3507000.0,312087.2,390564.0,1054.5228,312087.2,2025-10-14 00:00:00,1.Compra e venda,60,RESIDÊNCIA,0.27,OUT-2025,0
,3507000.0,325561.79,390564.0,1054.5228,325561.79,2025-10-15 00:00:00,1.Compra e venda,60,RESIDÊNCIA,0.27,OUT-2025,0
,3507000.0,294110.5,390564.0,1054.5228,294110.5,2025-10-14 00:00:00,1.Compra e venda,60,RESIDÊNCIA,0.27,OUT-2025,0
,2865040.0,225000.0,342429.0,342429.0,342429.0,2025-11-04 00:00:00,1.Compra e venda,130,RESIDÊNCIA,100.0,OUT-2025,100
,3507000.0,278401.7,390564.0,1093.5792,278401.7,2025-10-14 00:00:00,1.Compra e venda,60,RESIDÊNCIA,0.28,OUT-2025,0
IPIRANGA,4211001.0,80000.0,136730.0,136730.0,136730.0,2025-10-28 00:00:00,1.Compra e venda,73,RESIDÊNCIA,100.0,OUT-2025,0
JD PARIS,5794260.0,340000.0,150508.0,150508.0,340000.0,2025-10-23 00:00:00,1.Compra e venda,38,RESIDÊNCIA,100.0,OUT-2025,0
SAPOPEMBA,3907010.0,400000.0,184574.0,184574.0,400000.0,2025-10-29 00:00:00,1.Compra e venda,100,RESIDÊNCIA,100.0,OUT-2025,100
,4142070.0,455000.0,309445.0,309445.0,455000.0,2025-10-24 00:00:00,1.Compra e venda,88,RESIDÊNCIA,100.0,OUT-2025,0
PIRITUBA,5159100.0,365000.0,249164.0,249164.0,365000.0,2025-10-21 00:00:00,1.Compra e venda,64,RESIDÊNCIA,100.0,OUT-2025,0
VL ICARAI,2846150.0,164396.5,468409.0,234204.5,234204.5,2025-10-28 00:00:00,1.Compra e venda,200,RESIDÊNCIA,50.0,OUT-2025,200
,3177050.0,1280000.0,628456.0,628456.0,1280000.0,2025-10-21 00:00:00,1.Compra e venda,131,RESIDÊNCIA,100.0,OUT-2025,100
,4137000.0,623238.0,623238.0,623238.0,623238.0,2025-10-29 00:00:00,1.Compra e venda,170,RESIDÊNCIA,100.0,OUT-2025,100
,4154080.0,100000.0,420586.0,210293.0,210293.0,2025-10-31 00:00:00,1.Compra e venda,53,RESIDÊNCIA,50.0,OUT-2025,0
,2912060.0,510000.0,784996.0,784996.0,784996.0,2025-11-04 00:00:00,1.Compra e venda,202,RESIDÊNCIA,100.0,OUT-2025,200
JD ALVORADA,5528090.0,350000.0,328790.0,328790.0,350000.0,2025-10-24 00:00:00,1.Compra e venda,100,RESIDÊNCIA,100.0,OUT-2025,100
,2912060.0,518000.0,782970.0,782970.0,782970.0,2025-11-04 00:00:00,1.Compra e venda,202,RESIDÊNCIA,100.0,OUT-2025,200
,3565020.0,349000.0,955782.0,191.1564,349000.0,2025-10-29 00:00:00,1.Compra e venda,220,RESIDÊNCIA,0.02,OUT-2025,200
S M PAULISTA,8140310.0,232000.0,181754.0,181754.0,232000.0,2025-09-17 00:00:00,1.Compra e venda,120,RESIDÊNCIA,100.0,OUT-2025,100
TO,2755070.0,180000.0,119170.0,119170.0,180000.0,2025-10-22 00:00:00,1.Compra e venda,40,RESIDÊNCIA,100.0,OUT-2025,0
SUMARE,1256030.0,1900000.0,1826470.0,1826470.0,1900000.0,2025-10-30 00:00:00,1.Compra e venda,200,RESIDÊNCIA,100.0,OUT-2025,200
VILA MARIETA,3617030.0,10000.0,50989.0,3467.252,10000.0,2025-10-28 00:00:00,1.Compra e venda,40,RESIDÊNCIA,6.8,OUT-2025,0
,4358020.0,520000.0,351556.0,351556.0,520000.0,2025-10-24 00:00:00,1.Compra e venda,136,RESIDÊNCIA,100.0,OUT-2025,100
VILA LAIS,3611060.0,490000.0,764093.0,764093.0,764093.0,2025-10-31 00:00:00,1.Compra e venda,190,RESIDÊNCIA,100.0,OUT-2025,100
JD S LUIZ,5843340.0,250000.0,528056.0,264028.0,264028.0,2025-10-29 00:00:00,1.Compra e venda,150,RESIDÊNCIA,50.0,OUT-2025,100
,8215153.0,340000.0,227959.0,227959.0,340000.0,2025-10-22 00:00:00,1.Compra e venda,101,RESIDÊNCIA,100.0,OUT-2025,100
CONDOMINIO RESIDENCIAL,4802090.0,1700000.0,823321.0,823321.0,1700000.0,2025-11-04 00:00:00,1.Compra e venda,217,RESIDÊNCIA,100.0,OUT-2025,200
VL CLELIA,5886150.0,350000.0,2706738.0,270.6738,350000.0,2025-10-29 00:00:00,1.Compra e venda,150,RESIDÊNCIA,0.01,OUT-2025,100
JD MARILIA,3579000.0,280000.0,168454.0,168454.0,280000.0,2025-11-03 00:00:00,1.Compra e venda,40,RESIDÊNCIA,100.0,OUT-2025,0
,2313030.0,262500.0,229416.0,200739.0,262500.0,2025-10-27 00:00:00,1.Compra e venda,70,RESIDÊNCIA,87.5,OUT-2025,0
CITY AMERICA,5101330.0,1450000.0,1884472.0,1884472.0,1884472.0,2025-10-22 00:00:00,1.Compra e venda,390,RESIDÊNCIA,100.0,OUT-2025,300
JD LEONOR,5622050.0,2650000.0,1104770.0,1104770.0,2650000.0,2025-10-20 00:00:00,1.Compra e venda,297,RESIDÊNCIA,100.0,OUT-2025,200
CHACARA PIRAJUSSARA,5787902.0,104000.0,198329.0,198329.0,198329.0,2025-10-30 00:00:00,1.Compra e venda,81,RESIDÊNCIA,100.0,OUT-2025,0
VILA CLEMENTINO,4044010.0,2870000.0,1983831.0,1983831.0,2870000.0,2025-10-31 00:00:00,1.Compra e venda,120,RESIDÊNCIA,100.0,OUT-2025,100
FREGUESIA DO O,2807040.0,264000.0,202410.0,182.169,264000.0,2025-10-13 00:00:00,1.Compra e venda,97,RESIDÊNCIA,0.09,OUT-2025,0
,4611050.0,600000.0,794249.0,794249.0,794249.0,2025-10-14 00:00:00,1.Compra e venda,157,RESIDÊNCIA,100.0,OUT-2025,100
SANTO AMARO,4729040.0,330000.0,350736.0,35.0736,330000.0,2025-10-14 00:00:00,1.Compra e venda,100,RESIDÊNCIA,0.01,OUT-2025,100
,4459020.0,490000.0,536075.0,536075.0,536075.0,2025-10-28 00:00:00,1.Compra e venda,166,RESIDÊNCIA,100.0,OUT-2025,100
,2945160.0,590000.0,524417.0,524417.0,590000.0,2025-10-27 00:00:00,1.Compra e venda,150,RESIDÊNCIA,100.0,OUT-2025,100
,2242040.0,520000.0,964620.0,11478.978,520000.0,2025-10-24 00:00:00,1.Compra e venda,90,RESIDÊNCIA,1.19,OUT-2025,0
PQ N SRA DO LIBANO,3755030.0,300000.0,358753.0,298948.8749,300000.0,2025-10-30 00:00:00,1.Compra e venda,134,RESIDÊNCIA,83.33,OUT-2025,100
SANTO AMARO,4729040.0,350000.0,350736.0,35.0736,350000.0,2025-10-22 00:00:00,1.Compra e venda,100,RESIDÊNCIA,0.01,OUT-2025,100
RES MARIA LUIZA,5639100.0,145000.0,722259.0,144451.8,145000.0,2025-10-30 00:00:00,1.Compra e venda,136,RESIDÊNCIA,20.0,OUT-2025,100
,4457000.0,442000.0,441996.0,441996.0,442000.0,2025-10-29 00:00:00,1.Compra e venda,60,RESIDÊNCIA,100.0,OUT-2025,0
JD SABARA,4689140.0,560000.0,466221.0,466221.0,560000.0,2025-11-04 00:00:00,1.Compra e venda,111,RESIDÊNCIA,100.0,OUT-2025,100
JARDIM SATELITE,4815120.0,447000.0,242872.0,242872.0,447000.0,2025-10-29 00:00:00,1.Compra e venda,84,RESIDÊNCIA,100.0,OUT-2025,0
,4633050.0,810000.0,402701.0,402701.0,810000.0,2025-10-30 00:00:00,1.Compra e venda,165,RESIDÊNCIA,100.0,OUT-2025,100
VL SONIA 1 ANDAR,5624010.0,435000.0,251632.0,251632.0,435000.0,2025-10-27 00:00:00,1.Compra e venda,61,RESIDÊNCIA,100.0,OUT-2025,0
,5302050.0,2350000.0,3351009.0,3351009.0,3351009.0,2025-10-31 00:00:00,1.Compra e venda,362,RESIDÊNCIA,100.0,OUT-2025,300
,4776133.0,443600.0,450485.0,1937.0855,443600.0,2025-10-22 00:00:00,1.Compra e venda,97,RESIDÊNCIA,0.43,OUT-2025,0
GUAIANAZES,8490040.0,264000.0,45447.0,45447.0,264000.0,2025-10-27 00:00:00,1.Compra e venda,55,RESIDÊNCIA,100.0,OUT-2025,0
STO AMARO,4846000.0,694800.0,96178.0,96178.0,694800.0,2025-10-29 00:00:00,1.Compra e venda,60,RESIDÊNCIA,100.0,OUT-2025,0
STO AMARO,4846000.0,501666.67,108867.0,108867.0,501666.67,2025-10-29 00:00:00,1.Compra e venda,45,RESIDÊNCIA,100.0,OUT-2025,0
,4317160.0,640000.0,1117373.0,1117373.0,1117373.0,2025-10-28 00:00:00,1.Compra e venda,204,RESIDÊNCIA,100.0,OUT-2025,200
,4163160.0,300000.0,293920.0,293920.0,300000.0,2025-10-24 00:00:00,1.Compra e venda,115,RESIDÊNCIA,100.0,OUT-2025,100
,3662000.0,180000.0,192585.0,192585.0,192585.0,2025-10-28 00:00:00,1.Compra e venda,60,RESIDÊNCIA,100.0,OUT-2025,0
,8280001.0,320000.0,383198.0,383198.0,383198.0,2025-11-04 00:00:00,1.Compra e venda,161,RESIDÊNCIA,100.0,OUT-2025,100
VL ALPINA,3206050.0,660000.0,488067.0,488067.0,660000.0,2025-10-28 00:00:00,1.Compra e venda,122,RESIDÊNCIA,100.0,OUT-2025,100
,4815190.0,375000.0,398406.0,398406.0,398406.0,2025-11-03 00:00:00,1.Compra e venda,147,RESIDÊNCIA,100.0,OUT-2025,100
VILA MADALENA,5432010.0,950000.0,336070.0,336070.0,950000.0,2025-10-29 00:00:00,1.Compra e venda,100,RESIDÊNCIA,100.0,OUT-2025,100
PINHEIROS,5463000.0,3600000.0,3039570.0,3039570.0,3600000.0,2025-10-30 00:00:00,1.Compra e venda,470,RESIDÊNCIA,100.0,OUT-2025,400
,5565060.0,345500.0,180632.0,180632.0,345500.0,2025-10-29 00:00:00,1.Compra e venda,60,RESIDÊNCIA,100.0,OUT-2025,0
,3137050.0,470000.0,774220.0,774220.0,774220.0,2025-10-29 00:00:00,1.Compra e venda,140,RESIDÊNCIA,100.0,OUT-2025,100
,4333020.0,505000.0,622286.0,622286.0,622286.0,2025-10-23 00:00:00,1.Compra e venda,124,RESIDÊNCIA,100.0,OUT-2025,100
VL CLELIA,5886150.0,349000.0,2706738.0,270.6738,349000.0,2025-10-29 00:00:00,1.Compra e venda,150,RESIDÊNCIA,0.01,OUT-2025,100
,3507000.0,312634.54,390564.0,1093.5792,312634.54,2025-10-14 00:00:00,1.Compra e venda,60,RESIDÊNCIA,0.28,OUT-2025,0
PQ RIO PEQUENO,5376050.0,735000.0,799177.0,799177.0,799177.0,2025-10-27 00:00:00,1.Compra e venda,216,RESIDÊNCIA,100.0,OUT-2025,200
PRQ S RAFAEL,8320240.0,300000.0,304604.0,304604.0,304604.0,2025-10-29 00:00:00,1.Compra e venda,182,RESIDÊNCIA,100.0,OUT-2025,100
,4313001.0,520000.0,374334.0,374334.0,520000.0,2025-10-29 00:00:00,1.Compra e venda,70,RESIDÊNCIA,100.0,OUT-2025,0
SANTANA,2020100.0,596000.0,529723.0,529723.0,596000.0,2025-10-29 00:00:00,1.Compra e venda,111,RESIDÊNCIA,100.0,OUT-2025,100
JACANA,2316001.0,332000.0,657766.0,1973.298,332000.0,2025-10-24 00:00:00,1.Compra e venda,175,RESIDÊNCIA,0.3,OUT-2025,100
9,2802100.0,498000.0,283757.0,283757.0,498000.0,2025-08-13 00:00:00,1.Compra e venda,92,RESIDÊNCIA,100.0,OUT-2025,0
CAPELA DO SOCORRO,4849130.0,196621.0,196621.0,196621.0,196621.0,2025-10-31 00:00:00,1.Compra e venda,90,RESIDÊNCIA,100.0,OUT-2025,0
VL ESPERANCA,3649000.0,470000.0,445509.0,133.6527,470000.0,2025-10-28 00:00:00,1.Compra e venda,97,RESIDÊNCIA,0.03,OUT-2025,0
,3018020.0,1050000.0,390039.0,390039.0,1050000.0,2025-10-24 00:00:00,1.Compra e venda,168,RESIDÊNCIA,100.0,OUT-2025,100
GUAIANAZES,8410490.0,45000.0,280457.0,280457.0,280457.0,2025-10-31 00:00:00,1.Compra e venda,100,RESIDÊNCIA,100.0,OUT-2025,100
SANTO AMARO,4747090.0,730000.0,584750.0,584750.0,730000.0,2025-10-21 00:00:00,1.Compra e venda,112,RESIDÊNCIA,100.0,OUT-2025,100
VILA PRUDENTE,3222000.0,530000.0,319475.0,319475.0,530000.0,2025-10-27 00:00:00,1.Compra e venda,80,RESIDÊNCIA,100.0,OUT-2025,0
VL N S CONCEICAO,5181220.0,264000.0,486910.0,2045.022,264000.0,2025-10-24 00:00:00,1.Compra e venda,115,RESIDÊNCIA,0.42,OUT-2025,100
,3513000.0,240000.0,2281168.0,120217.5536,240000.0,2025-10-28 00:00:00,1.Compra e venda,729,RESIDÊNCIA,5.27,OUT-2025,700
ARTHUR ALVIM,3568060.0,590000.0,433582.0,433582.0,590000.0,2025-10-30 00:00:00,1.Compra e venda,139,RESIDÊNCIA,100.0,OUT-2025,100
JABAQUARA,4312010.0,418000.0,250818.0,250818.0,418000.0,2025-10-29 00:00:00,1.Compra e venda,109,RESIDÊNCIA,100.0,OUT-2025,100
IMIRIM,2541010.0,680000.0,221062.0,221062.0,680000.0,2025-10-23 00:00:00,1.Compra e venda,60,RESIDÊNCIA,100.0,OUT-2025,0
,4141020.0,700000.0,2444486.0,2444486.0,2444486.0,2025-10-31 00:00:00,1.Compra e venda,354,RESIDÊNCIA,100.0,OUT-2025,300
